Time	Total Time	Instances	Avg	Med	Min	Max	StdDev	Style	Range
0.0%	30.725 μs	1	30.725 μs	30.725 μs	30.725 μs	30.725 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[20, 2048], [20, 2048]]}
0.0%	30.721 μs	1	30.721 μs	30.721 μs	30.721 μs	30.721 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[52, 2048], [52, 2048]]}
0.0%	30.706 μs	1	30.706 μs	30.706 μs	30.706 μs	30.706 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[4, 2048], [4, 2048]]}
0.0%	30.658 μs	1	30.658 μs	30.658 μs	30.658 μs	30.658 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[20, 2048], [20, 2048]]}
0.0%	30.588 μs	1	30.588 μs	30.588 μs	30.588 μs	30.588 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[1873, 2048], [1873, 2048]]}
0.0%	30.581 μs	1	30.581 μs	30.581 μs	30.581 μs	30.581 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[4, 2048], [4, 2048]]}
0.0%	30.566 μs	1	30.566 μs	30.566 μs	30.566 μs	30.566 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[68, 2048], [68, 2048]]}
0.0%	30.541 μs	1	30.541 μs	30.541 μs	30.541 μs	30.541 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[4, 2048], [4, 2048]]}
0.0%	30.531 μs	1	30.531 μs	30.531 μs	30.531 μs	30.531 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[84, 2048], [84, 2048]]}
0.0%	30.508 μs	1	30.508 μs	30.508 μs	30.508 μs	30.508 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[4, 2048], [4, 2048]]}
0.0%	30.505 μs	1	30.505 μs	30.505 μs	30.505 μs	30.505 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[256, 2048], [256, 2048]]}
0.0%	30.454 μs	1	30.454 μs	30.454 μs	30.454 μs	30.454 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[68, 2048], [68, 2048]]}
0.0%	30.439 μs	1	30.439 μs	30.439 μs	30.439 μs	30.439 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[4, 2048], [4, 2048]]}
0.0%	30.423 μs	1	30.423 μs	30.423 μs	30.423 μs	30.423 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[256, 2048], [256, 2048]]}
0.0%	30.404 μs	1	30.404 μs	30.404 μs	30.404 μs	30.404 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[84, 2048], [84, 2048]]}
0.0%	30.385 μs	1	30.385 μs	30.385 μs	30.385 μs	30.385 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[68, 2048], [68, 2048]]}
0.0%	30.366 μs	1	30.366 μs	30.366 μs	30.366 μs	30.366 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.norm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[52, 2048], [52, 2048]]}
0.0%	30.364 μs	1	30.364 μs	30.364 μs	30.364 μs	30.364 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[256, 2048], [256, 2048]]}
0.0%	30.361 μs	1	30.361 μs	30.361 μs	30.361 μs	30.361 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[20, 2048], [20, 2048]]}
0.0%	30.278 μs	1	30.278 μs	30.278 μs	30.278 μs	30.278 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[36, 2048], [36, 2048]]}
0.0%	30.276 μs	1	30.276 μs	30.276 μs	30.276 μs	30.276 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[20, 2048], [20, 2048]]}
0.0%	30.199 μs	1	30.199 μs	30.199 μs	30.199 μs	30.199 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[4, 2048], [4, 2048]]}
0.0%	30.196 μs	1	30.196 μs	30.196 μs	30.196 μs	30.196 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[4, 2048], [4, 2048]]}
0.0%	30.169 μs	1	30.169 μs	30.169 μs	30.169 μs	30.169 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[4, 2048], [4, 2048]]}
0.0%	30.085 μs	1	30.085 μs	30.085 μs	30.085 μs	30.085 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.norm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[36, 2048], [36, 2048]]}
0.0%	29.983 μs	1	29.983 μs	29.983 μs	29.983 μs	29.983 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[36, 2048], [36, 2048]]}
0.0%	29.925 μs	1	29.925 μs	29.925 μs	29.925 μs	29.925 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[36, 2048], [36, 2048]]}
0.0%	29.810 μs	1	29.810 μs	29.810 μs	29.810 μs	29.810 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[36, 2048], [36, 2048]]}
0.0%	29.762 μs	1	29.762 μs	29.762 μs	29.762 μs	29.762 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[4, 2048], [4, 2048]]}
0.0%	29.519 μs	1	29.519 μs	29.519 μs	29.519 μs	29.519 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Inputs': [[52, 2048], [52, 2048]]}
0.0%	27.141 μs	16	1.696 μs	1.211 μs	1.115 μs	3.883 μs	1.016 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[16, 2048], [16, 512]]}
0.0%	23.964 μs	6	3.994 μs	1.094 μs	958 ns	11.169 μs	4.645 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.mlp.act_fn', 'Outputs': [[8192, 8192]]}
0.0%	23.467 μs	16	1.466 μs	1.179 μs	1.007 μs	3.732 μs	846 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[256, 2048], [256, 512]]}
0.0%	21.069 μs	16	1.316 μs	1.272 μs	1.165 μs	1.614 μs	149 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[512, 2048], [512, 512]]}
0.0%	18.599 μs	16	1.162 μs	1.159 μs	1.053 μs	1.342 μs	78 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[1873, 2048], [1873, 512]]}
0.0%	18.599 μs	16	1.162 μs	1.192 μs	995 ns	1.411 μs	133 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[52, 2048], [52, 512]]}
0.0%	18.419 μs	16	1.151 μs	1.134 μs	997 ns	1.370 μs	90 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[99, 2048], [99, 512]]}
0.0%	18.160 μs	16	1.135 μs	1.123 μs	1.010 μs	1.289 μs	73 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[68, 2048], [68, 512]]}
0.0%	18.071 μs	16	1.129 μs	1.064 μs	982 ns	1.495 μs	142 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[84, 2048], [84, 512]]}
0.0%	17.746 μs	6	2.957 μs	1.439 μs	1.339 μs	10.621 μs	3.754 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	17.220 μs	16	1.076 μs	1.055 μs	944 ns	1.455 μs	116 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[4, 2048], [4, 512]]}
0.0%	17.171 μs	16	1.073 μs	1.052 μs	984 ns	1.224 μs	71 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[36, 2048], [36, 512]]}
0.0%	16.872 μs	1	16.872 μs	16.872 μs	16.872 μs	16.872 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[512, 16384]]}
0.0%	16.690 μs	16	1.043 μs	1.030 μs	962 ns	1.221 μs	72 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.rotary_emb', 'Outputs': [[20, 2048], [20, 512]]}
0.0%	16.554 μs	1	16.554 μs	16.554 μs	16.554 μs	16.554 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.norm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[4, 2048], [4, 2048]]}
0.0%	16.551 μs	6	2.758 μs	1.086 μs	1.020 μs	11.122 μs	4.097 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.mlp.act_fn', 'Outputs': [[8192, 8192]]}
0.0%	14.316 μs	6	2.386 μs	1.275 μs	1.178 μs	5.779 μs	1.905 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[8192, 2048]]}
0.0%	13.283 μs	6	2.213 μs	1.160 μs	1.091 μs	7.578 μs	2.628 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[8192, 3072]]}
0.0%	13.160 μs	6	2.193 μs	1.547 μs	1.402 μs	5.351 μs	1.556 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.embed_tokens', 'TrainableParams': {'weight': [128256, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	12.358 μs	6	2.059 μs	1.550 μs	1.310 μs	4.665 μs	1.291 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[8192, 3072]]}
0.0%	11.946 μs	6	1.991 μs	1.405 μs	1.383 μs	4.775 μs	1.365 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	11.411 μs	1	11.411 μs	11.411 μs	11.411 μs	11.411 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[52, 2048]]}
0.0%	11.318 μs	6	1.886 μs	1.424 μs	1.261 μs	4.363 μs	1.215 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	11.066 μs	6	1.844 μs	1.266 μs	1.154 μs	4.804 μs	1.452 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	11.053 μs	6	1.842 μs	1.340 μs	1.102 μs	3.114 μs	893 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	11.013 μs	1	11.013 μs	11.013 μs	11.013 μs	11.013 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.mlp', 'Outputs': [[512, 2048]]}
0.0%	10.954 μs	6	1.825 μs	1.295 μs	1.199 μs	4.529 μs	1.325 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	10.952 μs	6	1.825 μs	1.249 μs	1.161 μs	4.563 μs	1.349 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	10.642 μs	6	1.773 μs	1.319 μs	1.256 μs	4.054 μs	1.119 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	10.577 μs	6	1.762 μs	1.317 μs	1.147 μs	4.192 μs	1.192 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	10.431 μs	6	1.738 μs	1.336 μs	1.177 μs	3.895 μs	1.060 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	10.072 μs	6	1.678 μs	1.299 μs	1.159 μs	3.702 μs	993 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	9.832 μs	6	1.638 μs	1.232 μs	1.170 μs	3.734 μs	1.026 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[8192, 2048]]}
0.0%	9.749 μs	6	1.624 μs	1.344 μs	1.166 μs	3.169 μs	762 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	9.741 μs	6	1.623 μs	1.202 μs	1.101 μs	3.829 μs	1.081 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[8192, 16384]]}
0.0%	9.635 μs	6	1.605 μs	1.202 μs	821 ns	4.207 μs	1.286 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.self_attn', 'Outputs': [[8192, 2048]]}
0.0%	9.618 μs	6	1.603 μs	1.316 μs	1.217 μs	3.131 μs	752 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	9.397 μs	6	1.566 μs	1.264 μs	1.168 μs	3.171 μs	788 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	9.396 μs	6	1.566 μs	1.217 μs	1.088 μs	3.486 μs	942 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[8192, 3072]]}
0.0%	9.304 μs	6	1.550 μs	1.139 μs	1.076 μs	3.643 μs	1.025 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[8192, 3072]]}
0.0%	9.252 μs	6	1.542 μs	1.203 μs	1.099 μs	3.312 μs	872 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[8192, 16384]]}
0.0%	9.248 μs	6	1.541 μs	980 ns	932 ns	4.362 μs	1.382 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.self_attn', 'Outputs': [[8192, 2048]]}
0.0%	9.112 μs	6	1.518 μs	1.159 μs	990 ns	3.523 μs	984 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[8192, 3072]]}
0.0%	9.048 μs	6	1.508 μs	1.191 μs	1.099 μs	3.089 μs	780 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.norm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	8.930 μs	6	1.488 μs	1.463 μs	1.183 μs	1.870 μs	240 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	8.874 μs	6	1.479 μs	1.083 μs	954 ns	3.456 μs	975 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.mlp.act_fn', 'Outputs': [[8192, 8192]]}
0.0%	8.798 μs	6	1.466 μs	1.162 μs	1.092 μs	3.053 μs	777 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[8192, 16384]]}
0.0%	8.771 μs	6	1.461 μs	1.430 μs	1.351 μs	1.630 μs	103 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.707 μs	6	1.451 μs	1.426 μs	1.309 μs	1.711 μs	135 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.688 μs	1	8.688 μs	8.688 μs	8.688 μs	8.688 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[84, 2048]]}
0.0%	8.469 μs	6	1.411 μs	1.011 μs	863 ns	3.591 μs	1.069 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.self_attn', 'Outputs': [[8192, 2048]]}
0.0%	8.460 μs	6	1.410 μs	1.361 μs	1.308 μs	1.607 μs	109 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.449 μs	6	1.408 μs	1.396 μs	1.357 μs	1.497 μs	56 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.416 μs	6	1.402 μs	1.329 μs	1.194 μs	1.766 μs	203 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	8.409 μs	6	1.401 μs	1.409 μs	1.351 μs	1.435 μs	30 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.406 μs	6	1.401 μs	1.398 μs	1.276 μs	1.520 μs	86 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.396 μs	6	1.399 μs	1.313 μs	1.221 μs	1.653 μs	196 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	8.395 μs	6	1.399 μs	1.348 μs	1.297 μs	1.608 μs	119 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.363 μs	6	1.393 μs	1.376 μs	1.336 μs	1.471 μs	53 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.329 μs	6	1.388 μs	1.033 μs	879 ns	3.278 μs	930 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.mlp.act_fn', 'Outputs': [[8192, 8192]]}
0.0%	8.319 μs	6	1.386 μs	1.400 μs	1.251 μs	1.464 μs	76 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.277 μs	6	1.379 μs	1.358 μs	1.256 μs	1.518 μs	100 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.271 μs	6	1.378 μs	1.045 μs	983 ns	2.994 μs	794 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5', 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	8.237 μs	6	1.372 μs	1.374 μs	1.259 μs	1.520 μs	100 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.220 μs	6	1.370 μs	1.278 μs	1.211 μs	1.683 μs	193 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	8.207 μs	6	1.367 μs	1.375 μs	1.278 μs	1.450 μs	55 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.196 μs	6	1.366 μs	1.330 μs	1.274 μs	1.554 μs	103 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.self_attn.attn', 'Outputs': [[8192, 2048]]}
0.0%	8.143 μs	6	1.357 μs	1.311 μs	1.232 μs	1.519 μs	125 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	8.115 μs	6	1.352 μs	993 ns	901 ns	3.221 μs	917 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14', 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	8.100 μs	6	1.350 μs	1.289 μs	1.049 μs	1.722 μs	228 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048]]}
0.0%	8.050 μs	6	1.341 μs	1.274 μs	1.096 μs	1.877 μs	282 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[8192, 2048]]}
0.0%	8.029 μs	6	1.338 μs	1.326 μs	1.196 μs	1.449 μs	97 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	8.018 μs	6	1.336 μs	988 ns	871 ns	3.208 μs	918 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp', 'Outputs': [[8192, 2048]]}
0.0%	8.007 μs	6	1.334 μs	1.297 μs	1.163 μs	1.678 μs	177 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	7.995 μs	6	1.332 μs	1.337 μs	1.178 μs	1.505 μs	119 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	7.925 μs	6	1.320 μs	1.312 μs	1.222 μs	1.417 μs	76 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	7.903 μs	1	7.903 μs	7.903 μs	7.903 μs	7.903 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[68, 3072]]}
0.0%	7.903 μs	6	1.317 μs	1.280 μs	1.235 μs	1.534 μs	113 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	7.902 μs	6	1.317 μs	1.269 μs	1.194 μs	1.590 μs	147 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[8192, 2048]]}
0.0%	7.851 μs	6	1.308 μs	1.186 μs	1.085 μs	2.058 μs	370 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[8192, 16384]]}
0.0%	7.832 μs	6	1.305 μs	1.288 μs	1.123 μs	1.539 μs	136 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	7.811 μs	6	1.301 μs	1.292 μs	1.258 μs	1.359 μs	36 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[8192, 2048], [8192, 2048]]}
0.0%	7.803 μs	1	7.803 μs	7.803 μs	7.803 μs	7.803 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[20, 2048], [20, 2048]]}
